*********************************************
* Combray
* Date/Time: 21-Nov-2015 16:22:59
* Seed: 214265.7905
* Subject Number: 31
* Subject Name: EF
*********************************************

Block	Phase	Trial	RunningTime	Cue	Image	CorrResp	Resp	Accuracy	ISI	RT_from_CueOnset	ITI
1	2	123	303.76		4	4	4		3	0		8.00		9.27		1.500000e+00
1	2	124	317.54		2	1	1		2	0		6.00		8.83		1.500000e+00
1	2	125	329.33		2	1	1		2	0		4.00		7.53		5.500000e+00
1	2	126	343.11		1	2	2		2	1		8.00		11.00		5.000000e-01
1	2	127	355.89		2	2	2		2	1		4.00		7.38		6.500000e+00
1	2	128	370.68		3	3	3		4	0		6.00		2.33		4.500000e+00
1	2	129	385.46		1	2	2		1	0		6.00		2.22		1.500000e+00
1	2	130	397.25		2	2	2		2	1		6.00		8.67		1.500000e+00
1	2	131	409.03		4	3	3		4	0		4.00		6.90		8
1	2	132	425.32		1	1	1		1	1		4.00		6.40		8
1	2	133	441.60		3	3	3		3	1		6.00		8.27		5.000000e-01
1	2	134	452.38		3	3	3		3	1		8.00		10.30		8
1	2	135	472.67		3	4	4		3	0		6.00		1.74		6.500000e+00
1	2	136	489.45		2	2	2		2	1		6.00		8.87		5.000000e-01
1	2	137	500.24		2	1	1		2	0		4.00		6.64		1.500000e+00
1	2	138	510.02		4	3	3		3	1		8.00		10.11		3.500000e+00
1	2	139	525.81		4	3	3		3	1		6.00		8.20		5.000000e-01
1	2	140	536.59		1	1	1		2	0		8.00		11.00		1.500000e+00
1	2	141	550.37		1	1	1		1	1		6.00		2.66		7.500000e+00
1	2	142	568.16		4	3	3		3	1		6.00		8.27		5.000000e-01
1	2	143	578.94		2	2	2		2	1		4.00		2.19		5.000000e-01
1	2	144	587.73		3	3	3		4	0		4.00		1.33		3.500000e+00
1	2	145	599.51		1	1	1		1	1		8.00		11.00		4.500000e+00
1	2	146	616.30		3	4	4		3	0		8.00		1.92		1.500000e+00
1	2	147	630.08		1	2	2		2	1		4.00		6.64		3.500000e+00
1	2	148	641.86		1	1	1		1	1		4.00		6.47		2.500000e+00
1	2	149	652.65		4	3	3		4	0		8.00		3.02		8
1	2	150	672.93		2	1	1		NaN	0		6.00		NaN		5.000000e-01
1	2	151	683.72		4	4	4		4	1		4.00		5.87		6.500000e+00
1	2	152	698.50		2	1	1		1	1		8.00		10.23		1.500000e+00
1	2	153	712.29		3	3	3		4	0		8.00		3.22		1.500000e+00
1	2	154	726.07		3	4	4		3	0		8.00		1.98		4.500000e+00
1	2	155	742.85		1	1	1		1	1		6.00		8.60		5.000000e-01
1	2	156	753.64		4	3	3		3	1		4.00		6.58		7.500000e+00
1	2	157	769.42		2	2	2		2	1		4.00		3.13		3.500000e+00
1	2	158	781.21		1	2	2		1	0		6.00		1.78		8
1	2	159	799.49		3	3	3		3	1		4.00		6.50		2.500000e+00
1	2	160	810.28		3	4	4		4	1		8.00		10.43		1.500000e+00
1	2	161	824.06		1	2	2		2	1		8.00		10.10		5.000000e-01
1	2	162	836.84		1	1	1		2	0		8.00		3.64		8
1	2	163	857.13		4	4	4		4	1		6.00		8.17		1.500000e+00
1	2	164	868.91		3	4	4		4	1		6.00		7.83		4.500000e+00
1	2	165	883.70		4	3	3		3	1		8.00		2.66		3.500000e+00
1	2	166	899.48		3	4	4		3	0		4.00		4.39		5.000000e-01
1	2	167	908.27		3	3	3		3	1		4.00		6.50		5.000000e-01
1	2	168	917.05		2	2	2		2	1		4.00		6.37		1.500000e+00
1	2	169	926.83		2	2	2		2	1		8.00		1.64		5.000000e-01
1	2	170	939.62		3	4	4		4	1		4.00		6.75		5.000000e-01
1	2	171	948.40		3	4	4		4	1		4.00		1.35		8
1	2	172	964.69		2	1	1		1	1		4.00		4.90		5.000000e-01
1	2	173	973.47		1	1	1		1	1		4.00		2.78		3.500000e+00
1	2	174	985.25		3	3	3		4	0		6.00		2.98		2.500000e+00
1	2	175	998.04		4	3	3		4	0		4.00		3.15		1.500000e+00
1	2	176	1007.82		4	4	4		3	0		6.00		2.50		1.500000e+00
1	2	177	1019.61		4	3	3		3	1		6.00		1.83		5.000000e-01
1	2	178	1030.39		4	4	4		4	1		8.00		1.58		3.500000e+00
1	2	179	1046.17		3	3	3		3	1		8.00		2.87		3.500000e+00
1	2	180	1061.96		2	2	2		2	1		6.00		2.57		5.000000e-01
